source	type	target	context	_articleid	new_type	source_len	target_len	source_type	target_type	close_source_name	close_target_name	close_source_score	close_target_score
harrell-walters	Event.Transaction	henderson, hall and lutz	Transaction	Harrell-Walters__0__0__Lomark Daily	Positive	15	24	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	henderson, hall and lutz	0	0
harrell-walters	Event.Invest	commodity efficiency	Investment in Commodity Efficiency	Harrell-Walters__0__0__Lomark Daily	Neutral	15	20	Entity.Organization.FishingCompany		harrell-walters	efficiency	0	10
harrell-walters	Event.Invest	sustainable_nets	Investment in Sustainable Nets	Harrell-Walters__0__0__Lomark Daily	Neutral	15	16	Entity.Organization.FishingCompany		harrell-walters	sustainable_nets	0	1
harrell-walters	Event.Communication.Conference	frank group	Participation in a conference with Frank Group	Harrell-Walters__0__0__Lomark Daily	Positive	15	11	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	frank group	0	0
harrell-walters	Event.Communication.Conference	smith, smith and barber	Participation in a conference with Smith, Smith and Barber	Harrell-Walters__0__0__Lomark Daily	Neutral	15	23	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	smith, smith and barber	0	0
harrell-walters	Event.Fishing.Sustainablefishing	tuna shelf	Sustainable fishing activity at Tuna Shelf	Harrell-Walters__0__0__Lomark Daily	Neutral	15	10	Entity.Organization.FishingCompany	Entity.Location.Region	harrell-walters	tuna shelf	0	0
harrell-walters	Event.Aid	marine_sanctuary	Aid provided to Marine Sanctuary	Harrell-Walters__0__0__Lomark Daily	Positive	15	16	Entity.Organization.FishingCompany		harrell-walters	marine_sanctuary	0	1
harrell-walters	Event.Fishing.Sustainablefishing	tuna shelf	Sustainable fishing activities at Tuna Shelf and Cod Table	Harrell-Walters__0__0__Lomark Daily	Neutral	15	10	Entity.Organization.FishingCompany	Entity.Location.Region	harrell-walters	tuna shelf	0	0
harrell-walters	Event.Fishing.Sustainablefishing	cod table	Sustainable fishing activities at Tuna Shelf and Cod Table	Harrell-Walters__0__0__Lomark Daily	Positive	15	9	Entity.Organization.FishingCompany	Entity.Location.Region	harrell-walters	cod table	0	0
harrell-walters	Event.Invest	tracking_system	Investment in Tracking System	Harrell-Walters__0__0__Lomark Daily	Positive	15	15	Entity.Organization.FishingCompany		harrell-walters	tracking_system	0	1
harrell-walters	Event.Transaction	montoya group	Transaction	Harrell-Walters__0__0__Lomark Daily	Negative	15	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	montoya group	0	0
harrell-walters	Event.Transaction	thomas-weaver	Transaction	Harrell-Walters__0__0__Lomark Daily	Positive	15	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	thomas-weaver	0	0
harrell-walters	Event.Transaction	lake victoria catch gmbh	Transaction	Harrell-Walters__0__0__Lomark Daily	Negative	15	24	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	lake victoria catch gmbh	0	0
harrell-walters	Event.Transaction	rosario-melendez	Transaction	Harrell-Walters__0__0__Lomark Daily	Positive	15	16	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	rosario-melendez	0	0
harrell-walters	Event.Transaction	allen-weiss	Transaction	Harrell-Walters__0__0__Lomark Daily	Positive	15	11	Entity.Organization.FishingCompany	Entity.Organization.Company	harrell-walters	allen-weiss	0	0
harrell-walters	Event.Transaction	haney group	Transaction	Harrell-Walters__0__0__Lomark Daily	Negative	15	11	Entity.Organization.FishingCompany	Entity.Organization.Company	harrell-walters	haney group	0	0
harrell-walters	Event.Transaction	lake victoria catch gmbh	Transaction	Harrell-Walters__0__0__Lomark Daily	Positive	15	24	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	lake victoria catch gmbh	0	0
harrell-walters	Event.Transaction	rosario-melendez	Transaction	Harrell-Walters__0__0__Lomark Daily	Negative	15	16	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	rosario-melendez	0	0
harrell-walters	Event.Transaction	allen-		Harrell-Walters__0__0__Lomark Daily	Negative	15	6	Entity.Organization.FishingCompany		harrell-walters	allen-weiss	0	5
harrell-walters	Event.Transaction	allen-		Harrell-Walters__0__0__The News Buoy	Negative	15	6	Entity.Organization.FishingCompany		harrell-walters	allen-weiss	0	5
harrell-walters	Event.Transaction	allen-		Harrell-Walters__0__0__The News Buoy	Neutral	15	6	Entity.Organization.FishingCompany		harrell-walters	allen-weiss	0	5
harrell-walters	Event.Transaction	allen-		Harrell-Walters__0__0__The News Buoy	Neutral	15	6	Entity.Organization.FishingCompany		harrell-walters	allen-weiss	0	5
harrell-walters	Event.Transaction	allen-		Harrell-Walters__0__0__The News Buoy	Positive	15	6	Entity.Organization.FishingCompany		harrell-walters	allen-weiss	0	5
harrell-walters	Event.Transaction	allen-		Harrell-Walters__0__0__The News Buoy	Negative	15	6	Entity.Organization.FishingCompany		harrell-walters	allen-weiss	0	5
harrell-walters	Event.Transaction	allen-		Harrell-Walters__0__0__The News Buoy	Neutral	15	6	Entity.Organization.FishingCompany		harrell-walters	allen-weiss	0	5
harrell-walters	Event.Transaction	allen-		Harrell-Walters__0__0__The News Buoy	Positive	15	6	Entity.Organization.FishingCompany		harrell-walters	allen-weiss	0	5
harrell-walters	Event.Transaction	allen-		Harrell-Walters__0__0__The News Buoy	Neutral	15	6	Entity.Organization.FishingCompany		harrell-walters	allen-weiss	0	5
harrell-walters	Event.Transaction	allen-		Harrell-Walters__0__0__The News Buoy	Neutral	15	6	Entity.Organization.FishingCompany		harrell-walters	allen-weiss	0	5
harrell-walters	Event.Invest	efficiency	investing in cutting-edge technology and collaborating with other companies to ensure responsible fishing practices	Harrell-Walters__0__1__Haacklee Herald	Positive	15	10	Entity.Organization.FishingCompany	Entity.Commodity	harrell-walters	efficiency	0	0
harrell-walters	Event.Transaction	eaton-osborne	signed multiple transactions with	Harrell-Walters__0__1__Haacklee Herald	Positive	15	13	Entity.Organization.FishingCompany		harrell-walters	watson-gray	0	8
harrell-walters	Event.Transaction	york-castillo	signed multiple transactions with	Harrell-Walters__0__1__Haacklee Herald	Neutral	15	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	york-castillo	0	0
harrell-walters	Event.Invest	sustainable_nets	invested in efficient sustainable nets	Harrell-Walters__0__1__Haacklee Herald	Neutral	15	16	Entity.Organization.FishingCompany	Entity.Commodity	harrell-walters	sustainable_nets	0	0
harrell-walters	Event.Invest	tracking_system	invested in tracking systems	Harrell-Walters__0__1__Haacklee Herald	Positive	15	15	Entity.Organization.FishingCompany	Entity.Commodity	harrell-walters	tracking_system	0	0
harrell-walters	Event.Aid	marine_sanctuary	donated $2000 to the local marine sanctuary as aid	Harrell-Walters__0__1__Haacklee Herald	Positive	15	16	Entity.Organization.FishingCompany	Entity.Organization	harrell-walters	marine_sanctuary	0	0
harrell-walters	Event.Communication.Conference	castillo-elliott	participated in a conference with Castillo-Elliott, where they discussed the future of sustainable fishing	Harrell-Walters__0__1__Haacklee Herald	Positive	15	16	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	castillo-elliott	0	0
harrell-walters	Event.Invest	efficiency	Harrell-Walters Invests in Commodity of Efficiency	Harrell-Walters__0__1__Lomark Daily	Positive	15	10	Entity.Organization.FishingCompany	Entity.Commodity	harrell-walters	efficiency	0	0
harrell-walters	Event.Transaction	thomas-weaver	Harrell-Walters has been involved in multiple transactions with reputed companies like Thomas-Weaver	Harrell-Walters__0__1__Lomark Daily	Positive	15	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	thomas-weaver	0	0
harrell-walters	Event.Transaction	ramos-shelton	Harrell-Walters has been involved in multiple transactions with reputed companies like Ramos-Shelton	Harrell-Walters__0__1__Lomark Daily	Positive	15	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	ramos-shelton	0	0
harrell-walters	Event.Fishing	wrasse beds	Harrell-Walters has been actively engaged in sustainable fishing practices in the Wrasse Beds area	Harrell-Walters__0__1__Lomark Daily	Positive	15	11	Entity.Organization.FishingCompany	Entity.Location.Region	harrell-walters	wrasse beds	0	0
harrell-walters	Event.Transaction	james, bell and chen	Harrell-Walters has been involved in multiple transactions with James, Bell, and Chen, a reputed company	Harrell-Walters__0__1__Lomark Daily	Neutral	15	21	Entity.Organization.FishingCompany		harrell-walters	james, bell and chen	0	1
harrell-walters	Event.Transaction	tuna shelf	Harrell-Walters was also involved in multiple transactions related to the Tuna Shelf area	Harrell-Walters__0__1__Lomark Daily	Positive	15	10	Entity.Organization.FishingCompany	Entity.Location.Region	harrell-walters	tuna shelf	0	0
harrell-walters	Event.Transaction	cod table	Harrell-Walters was also involved in multiple transactions related to the Cod Table area	Harrell-Walters__0__1__Lomark Daily	Neutral	15	9	Entity.Organization.FishingCompany	Entity.Location.Region	harrell-walters	cod table	0	0
harrell-walters	Event.Transaction	cuevas plc	entered into multiple transactions with various companies	Harrell-Walters__0__1__The News Buoy	Positive	15	10	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	cuevas plc	0	0
harrell-walters	Event.Transaction	maldonado, sanchez and jones	entered into multiple transactions with various companies	Harrell-Walters__0__1__The News Buoy	Positive	15	28	Entity.Organization.FishingCompany	Entity.Organization.Company	harrell-walters	maldonado, sanchez and jones	0	0
harrell-walters	Event.Transaction	lee-smith	entered into multiple transactions with various companies	Harrell-Walters__0__1__The News Buoy	Positive	15	9	Entity.Organization.FishingCompany	Entity.Organization.Company	harrell-walters	lee-smith	0	0
harrell-walters	Event.Invest	efficiency	invested $1000 in Commodity: Efficiency	Harrell-Walters__0__1__The News Buoy	Positive	15	10	Entity.Organization.FishingCompany	Entity.Commodity	harrell-walters	efficiency	0	0
harrell-walters	Event.Communication.Conference	wu-hart	participating in a conference with Wu-Hart and Flores Ltd	Harrell-Walters__0__1__The News Buoy	Neutral	15	7	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrell-walters	wu-hart	0	0
harrington inc	Event.Fishing.Sustainablefishing	harrington inc	commitment to sustainable fishing practices	Harrington Inc__0__0__Haacklee Herald	Neutral	14	14	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrington inc	harrington inc	0	0
harrington inc	Event.Transaction	anderson, brown and green	partnerships with companies like Anderson, Brown and Green	Harrington Inc__0__0__Haacklee Herald	Positive	14	25	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrington inc	anderson, brown and green	0	0
harrington inc	Event.Transaction	glover, moran and johnson	partnerships with companies like Glover, Moran and Johnson	Harrington Inc__0__0__Haacklee Herald	Neutral	14	25	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrington inc	glover, moran and johnson	0	0
harrington inc	Event.Transaction	parrish llc	partnerships with companies like Parrish LLC	Harrington Inc__0__0__Haacklee Herald	Positive	14	11	Entity.Organization.FishingCompany	Entity.Organization.Company	harrington inc	parrish llc	0	0
harrington inc	Event.Invest	efficiency commodities	investments in sustainable nets, tracking systems, and efficiency commodities	Harrington Inc__0__0__Haacklee Herald	Neutral	14	22	Entity.Organization.FishingCompany		harrington inc	efficiency	0	12
harrington inc	Event.Transaction	maddox group	solidifies its position in promoting sustainable fishing methods	Harrington Inc__0__0__Lomark Daily	Positive	14	12	Entity.Organization.FishingCompany	Entity.Organization.Company	harrington inc	maddox group	0	0
harrington inc	Event.Transaction	williams-moon	solidifies its position in promoting sustainable fishing methods	Harrington Inc__0__0__Lomark Daily	Positive	14	13	Entity.Organization.FishingCompany	Entity.Organization.Company	harrington inc	williams-moon	0	0
harrington inc	Event.Transaction	cooper, wood and smith	solidifies its position in promoting sustainable fishing methods	Harrington Inc__0__0__Lomark Daily	Positive	14	22	Entity.Organization.FishingCompany	Entity.Organization.Company	harrington inc	cooper, wood and smith	0	0
harrington inc	Event.Invest	tracking systems, efficiency commodities, and sustainable nets	Recent investments underscore the company's dedication to minimizing its ecological footprint while maximizing efficiency	Harrington Inc__0__0__Lomark Daily	Positive	14	62	Entity.Organization.FishingCompany		harrington inc	jackson, mendez and nguyen	0	44
harrington inc	Event.Aid	marine sanctuaries	Involvement in aiding marine sanctuaries demonstrates its holistic approach to environmental conservation	Harrington Inc__0__0__Lomark Daily	Positive	14	18	Entity.Organization.FishingCompany		harrington inc	marine_sanctuary	0	4
harrington inc	Event.Transaction	fisherman's best n.v. express	reflects Harrington Inc's expansion efforts and strategic collaborations in the industry	Harrington Inc__0__0__Lomark Daily	Positive	14	29	Entity.Organization.FishingCompany	Entity.Organization.Company	harrington inc	fisherman's best n.v. express	0	0
harrington inc	Event.Transaction	martinez-daniels	reflects Harrington Inc's expansion efforts and strategic collaborations in the industry	Harrington Inc__0__0__Lomark Daily	Neutral	14	16	Entity.Organization.FishingCompany	Entity.Organization.Company	harrington inc	martinez-daniels	0	0
city of south paackland	Event.Certificateissued	harrington inc	obtained certifications and expands collaborations in Sustainable Fishing	Harrington Inc__0__0__The News Buoy	Positive	23	14	Entity.Organization.GovernmentOrg	Entity.Organization.FishingCompany	city of south paackland	harrington inc	0	0
city of centralia	Event.Certificateissued	harrington inc	obtained certifications and expands collaborations in Sustainable Fishing	Harrington Inc__0__0__The News Buoy	Neutral	17	14	Entity.Organization.GovernmentOrg	Entity.Organization.FishingCompany	city of centralia	harrington inc	0	0
harrington inc	Event.Invest	efficiency commodities, tracking systems, sustainable nets	solidifies its position as a leader in sustainable fishing	Harrington Inc__0__0__The News Buoy	Positive	14	58	Entity.Organization.FishingCompany		harrington inc	clements, allen and sullivan	0	42
harrington inc	Event.Owns.Partiallyowns	walker, gonzalez and blanchard	enhance the company’s reach and impact in the industry	Harrington Inc__0__0__The News Buoy	Positive	14	30	Entity.Organization.FishingCompany	Entity.Organization.Company	harrington inc	walker, gonzalez and blanchard	0	0
harrington inc	Event.Owns.Partiallyowns	lopez-delgado	enhance the company’s reach and impact in the industry	Harrington Inc__0__0__The News Buoy	Positive	14	13	Entity.Organization.FishingCompany	Entity.Organization.Company	harrington inc	lopez-delgado	0	0
harrington inc	Event.Owns.Partiallyowns	brown-stokes	enhance the company’s reach and impact in the industry	Harrington Inc__0__0__The News Buoy	Positive	14	12	Entity.Organization.FishingCompany	Entity.Organization.Company	harrington inc	brown-stokes	0	0
harrington inc	Event.Aid	like-minded organizations	drive positive change and preserve our oceans health	Harrington Inc__0__0__The News Buoy	Positive	14	25	Entity.Organization.FishingCompany		harrington inc	barnes and sons	0	17
harrington inc	Event.Invest	efficiency commodities	highlight dedication to reducing environmental impact	Harrington Inc__0__0__The News Buoy	Positive	14	22	Entity.Organization.FishingCompany		harrington inc	efficiency	0	12
harrington inc	Event.Invest	tracking systems	highlight dedication to reducing environmental impact	Harrington Inc__0__0__The News Buoy	Positive	14	16	Entity.Organization.FishingCompany		harrington inc	tracking_system	0	2
harrington inc	Event.Invest	sustainable_nets	highlight dedication to reducing environmental impact	Harrington Inc__0__0__The News Buoy	Positive	14	16	Entity.Organization.FishingCompany		harrington inc	sustainable_nets	0	1
harrington inc	Event.Communication.Conference	industry peers	commitment to knowledge-sharing and continuous improvement in sustainable fishing practices	Harrington Inc__0__0__The News Buoy	Positive	14	14	Entity.Organization.FishingCompany		harrington inc	wrasse beds	0	10
harrington inc	Event.Transaction	walker, gonzalez and blanchard	enhance the company’s reach and impact in the industry	Harrington Inc__0__0__The News Buoy	Neutral	14	30	Entity.Organization.FishingCompany	Entity.Organization.Company	harrington inc	walker, gonzalez and blanchard	0	0
harrington inc	Event.Transaction	lopez-delgado	enhance the company’s reach and impact in the industry	Harrington Inc__0__0__The News Buoy	Positive	14	13	Entity.Organization.FishingCompany	Entity.Organization.Company	harrington inc	lopez-delgado	0	0
harrington inc	Event.Transaction	brown-stokes	enhance the company’s reach and impact in the industry	Harrington Inc__0__0__The News Buoy	Positive	14	12	Entity.Organization.FishingCompany	Entity.Organization.Company	harrington inc	brown-stokes	0	0
harrington inc	Event.Collaboration	like-minded organizations	drive positive change and preserve our oceans health	Harrington Inc__0__0__The News Buoy	Positive	14	25	Entity.Organization.FishingCompany		harrington inc	barnes and sons	0	17
harrington inc	Event.Invest	efficiency commodities	dedication to reducing environmental impact	Harrington Inc__0__0__The News Buoy	Positive	14	22	Entity.Organization.FishingCompany		harrington inc	efficiency	0	12
harrington inc	Event.Invest	tracking systems	dedication to	Harrington Inc__0__0__The News Buoy	Positive	14	16	Entity.Organization.FishingCompany		harrington inc	tracking_system	0	2
harrington inc	Event.Transaction	anderson, brown and green	acquiring shares in various fishing and logistics companies	Harrington Inc__0__1__Haacklee Herald	Neutral	15	25		Entity.Organization.FishingCompany	harrington inc	anderson, brown and green	1	0
harrington inc	Event.Transaction	franco-stuart	acquiring shares in various fishing and logistics companies	Harrington Inc__0__1__Haacklee Herald	Neutral	15	13		Entity.Organization.FishingCompany	harrington inc	franco-stuart	1	0
harrington inc	Event.Transaction	patterson, moreno and jensen	acquiring shares in various fishing and logistics companies	Harrington Inc__0__1__Haacklee Herald	Positive	15	28		Entity.Organization.Company	harrington inc	patterson, moreno and jensen	1	0
harrington inc	Event.Invest	sustainable_fishing practices	invested in the Cod Table area	Harrington Inc__0__1__Haacklee Herald	Positive	15	29			harrington inc	sustainable_nets	1	14
harrington inc	Event.Invest	efficiency of fishing nets	working to improve the efficiency of fishing nets	Harrington Inc__0__1__Haacklee Herald	Neutral	15	26			harrington inc	efficiency	1	16
harrington inc	Event.Invest	safety of fishing vessels	working on a system that ensures the safety of fishing vessels	Harrington Inc__0__1__Haacklee Herald	Neutral	15	25			harrington inc	tainamarine fishing co	1	17
harrington inc	Event.Communication.Conference	vargas-jensen conference	involved in the Vargas-Jensen Conference	Harrington Inc__0__1__Haacklee Herald	Neutral	15	24			harrington inc	vargas-jensen	1	11
harrington inc	Event.Communication.Conference	barnett ltd conference	involved in the Barnett Ltd Conference	Harrington Inc__0__1__Haacklee Herald	Positive	15	22			harrington inc	barnett ltd	1	11
harrington inc	Event.Invest	efficient sustainable nets and tracking systems	Harrington Inc. Invests in Sustainable Fishing	Harrington Inc__0__1__Lomark Daily	Positive	15	47			harrington inc	sustainable_nets	1	32
harrington inc	Event.Aid	local marine sanctuary	Provided $2000 as aid	Harrington Inc__0__1__Lomark Daily	Positive	15	22			harrington inc	marine_sanctuary	1	7
harrington inc	Event.Transaction	eaton-osborne	Signed multiple fishing transactions	Harrington Inc__0__1__Lomark Daily	Neutral	15	13			harrington inc	watson-gray	1	8
harrington inc	Event.Transaction	york-castillo	Signed multiple fishing transactions	Harrington Inc__0__1__Lomark Daily	Positive	15	13		Entity.Organization.FishingCompany	harrington inc	york-castillo	1	0
harrington inc	Event.Transaction	mclaughlin-chandler	Acquired a tracking system	Harrington Inc__0__1__Lomark Daily	Neutral	15	19		Entity.Organization.FishingCompany	harrington inc	mclaughlin-chandler	1	0
harrington inc	Event.Transaction	barnes and sons	Participated in conference	Harrington Inc__0__1__Lomark Daily	Neutral	15	15		Entity.Organization.FishingCompany	harrington inc	barnes and sons	1	0
harrington inc	Event.Transaction	martin llc	Participated in conference	Harrington Inc__0__1__Lomark Daily	Neutral	15	10		Entity.Organization.FishingCompany	harrington inc	martin llc	1	0
harrington inc	Event.Transaction	murphy, marshall and pope	Participated in conference	Harrington Inc__0__1__Lomark Daily	Positive	15	26			harrington inc	murphy, marshall and pope	1	1
harrington inc	Event.Invest	commodity safety	invested in Commodity Safety on March 31st, demonstrating their commitment to protecting their crews	Harrington Inc__0__1__The News Buoy	Positive	15	16			harrington inc	safety	1	10
harrington inc	Event.Fishing	cod table	engaged in fishing activities at the Cod Table and Tuna Shelf	Harrington Inc__0__1__The News Buoy	Neutral	15	9		Entity.Location.Region	harrington inc	cod table	1	0
harrington inc	Event.Fishing	tuna shelf	engaged in fishing activities at the Cod Table and Tuna Shelf	Harrington Inc__0__1__The News Buoy	Positive	15	10		Entity.Location.Region	harrington inc	tuna shelf	1	0
harrington inc	Event.Fishing	tuna shelf	engaged in fishing activities at the Cod Table and Tuna Shelf	Harrington Inc__0__1__The News Buoy	Positive	15	10		Entity.Location.Region	harrington inc	tuna shelf	1	0
harrington inc	Event.Fishing	cod table	engaged in fishing activities at the Cod Table and Tuna Shelf	Harrington Inc__0__1__The News Buoy	Positive	15	9		Entity.Location.Region	harrington inc	cod table	1	0
harrington inc	Event.Fishing	cod table	engaged in fishing activities at the Cod Table and Tuna Shelf	Harrington Inc__0__1__The News Buoy	Positive	15	9		Entity.Location.Region	harrington inc	cod table	1	0
harrington inc	Event.Fishing	cod table	engaged in fishing activities at the Cod Table and Tuna Shelf	Harrington Inc__0__1__The News Buoy	Neutral	15	9		Entity.Location.Region	harrington inc	cod table	1	0
harrington inc	Event.Transaction	burns inc	conducting transactions with Burns Inc. on the 31st	Harrington Inc__0__1__The News Buoy	Neutral	15	10			harrington inc	burns inc	1	1
harrington inc	Event.Transaction	davis-boyd	conducting transactions with Davis-Boyd on the 31st	Harrington Inc__0__1__The News Buoy	Positive	15	10		Entity.Organization.FishingCompany	harrington inc	davis-boyd	1	0
harrington inc	Event.Invest	commodity efficiency	another investment in Commodity Efficiency on June 30th, hinting at their dedication to optimizing operations	Harrington Inc__0__1__The News Buoy	Positive	15	20			harrington inc	efficiency	1	10
henderson, hall and lutz	Event.Transaction	martin llc	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Neutral	24	10	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	henderson, hall and lutz	martin llc	0	0
henderson, hall and lutz	Event.Transaction	craig ltd	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Neutral	24	9	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	henderson, hall and lutz	craig ltd	0	0
henderson, hall and lutz	Event.Transaction	moore-simon	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Positive	24	11	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	henderson, hall and lutz	moore-simon	0	0
henderson, hall and lutz	Event.Transaction	rivas-stevens	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Positive	24	13	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	henderson, hall and lutz	rivas-stevens	0	0
henderson, hall and lutz	Event.Transaction	perez-harmon	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Negative	24	12	Entity.Organization.FishingCompany	Entity.Organization.Company	henderson, hall and lutz	perez-harmon	0	0
henderson, hall and lutz	Event.Transaction	dawson-miles and little	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Negative	24	23	Entity.Organization.FishingCompany		henderson, hall and lutz	dawson, miles and little	0	2
henderson, hall and lutz	Event.Transaction	cervantes-kramer	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Negative	24	16	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	henderson, hall and lutz	cervantes-kramer	0	0
henderson, hall and lutz	Event.Transaction	johnson-johnson	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Negative	24	15	Entity.Organization.FishingCompany	Entity.Organization.Company	henderson, hall and lutz	johnson-johnson	0	0
henderson, hall and lutz	Event.Transaction	garcia-merritt and rose	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Positive	24	23	Entity.Organization.FishingCompany		henderson, hall and lutz	garcia, merritt and rose	0	2
henderson, hall and lutz	Event.Transaction	conrad ltd	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Positive	24	10	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	henderson, hall and lutz	conrad ltd	0	0
henderson, hall and lutz	Event.Transaction	barnes and sons	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Neutral	24	15	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	henderson, hall and lutz	barnes and sons	0	0
henderson, hall and lutz	Event.Transaction	anderson-brown and green	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Neutral	24	24	Entity.Organization.FishingCompany		henderson, hall and lutz	anderson, brown and green	0	2
henderson, hall and lutz	Event.Transaction	blackwell-clark and lam	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Positive	24	23	Entity.Organization.FishingCompany		henderson, hall and lutz	blackwell, clark and lam	0	2
henderson, hall and lutz	Event.Transaction	burns inc	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Positive	24	9	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	henderson, hall and lutz	burns inc	0	0
henderson, hall and lutz	Event.Transaction	smith-smith and barber	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Neutral	24	22	Entity.Organization.FishingCompany		henderson, hall and lutz	smith, smith and barber	0	2
henderson, hall and lutz	Event.Transaction	massey-king and quinn	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Positive	24	21	Entity.Organization.FishingCompany		henderson, hall and lutz	massey, king and quinn	0	2
henderson, hall and lutz	Event.Transaction	bishop-hernandez	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Positive	24	16	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	henderson, hall and lutz	bishop-hernandez	0	0
henderson, hall and lutz	Event.Transaction	roth-logan and moreno	transactions with various partners	Henderson, Hall and Lutz__0__0__Haacklee Herald	Positive	24	21	Entity.Organization.FishingCompany		henderson, hall and lutz	roth, logan and moreno	0	2
harrington inc	Event.Transaction	harrell-walters	Recent transactions highlight Harrington Incs dedication to sustainable fishing practices	Henderson, Hall and Lutz__0__0__Lomark Daily	Positive	14	15	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrington inc	harrell-walters	0	0
harrington inc	Event.Transaction	hernandez-rojas	Recent transactions highlight Harrington Incs dedication to sustainable fishing practices	Henderson, Hall and Lutz__0__0__Lomark Daily	Positive	14	15	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrington inc	hernandez-rojas	0	0
harrington inc	Event.Transaction	smith-hull	Recent transactions highlight Harrington Incs dedication to sustainable fishing practices	Henderson, Hall and Lutz__0__0__Lomark Daily	Positive	14	10	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrington inc	smith-hull	0	0
harrington inc	Event.Invest	efficiency commodities, tracking systems, and sustainable nets	Investments in efficiency commodities, tracking systems, and sustainable nets	Henderson, Hall and Lutz__0__0__Lomark Daily	Neutral	14	62	Entity.Organization.FishingCompany		harrington inc	clements, allen and sullivan	0	43
harrington inc	Event.Invest	efficiency commodities, tracking systems, and sustainable nets	demonstrating Harrington Incs proactive approach to minimizing environmental impact while maximizing operational efficiency	Henderson, Hall and Lutz__0__0__Lomark Daily	Positive	14	62	Entity.Organization.FishingCompany		harrington inc	clements, allen and sullivan	0	43
harrington inc	Event.Owns.Partiallyowns	harrell-walters	Collaborations with partners such as Harrell-Walters	Henderson, Hall and Lutz__0__0__Lomark Daily	Positive	14	15	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrington inc	harrell-walters	0	0
harrington inc	Event.Owns.Partiallyowns	hernandez-rojas	Collaborations with partners such as Hernandez-Rojas	Henderson, Hall and Lutz__0__0__Lomark Daily	Positive	14	15	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrington inc	hernandez-rojas	0	0
harrington inc	Event.Owns.Partiallyowns	smith-hull	Collaborations with partners such as Smith-Hull	Henderson, Hall and Lutz__0__0__Lomark Daily	Positive	14	10	Entity.Organization.FishingCompany	Entity.Organization.FishingCompany	harrington inc	smith-hull	0	0
