source	type	target	context	_articleid
City of Centralia	Event.CertificateIssued	Horn and Sons	certificates granting permission to operate in the Tuna Shelf and Cod Table areas	Horn and Sons__0__0__Haacklee Herald
City of South Paackland	Event.CertificateIssued	Horn and Sons	certificates granting permission to operate in the Tuna Shelf and Cod Table areas	Horn and Sons__0__0__Haacklee Herald
Horn and Sons	Event.Transaction	Holt PLC	transactions on April 26, 2035	Horn and Sons__0__0__Haacklee Herald
Horn and Sons	Event.Transaction	Hernandez, Levy and Hanson	transactions on April 26, 2035	Horn and Sons__0__0__Haacklee Herald
Horn and Sons	Event.Transaction	Olson and Sons	transactions on April 26, 2035	Horn and Sons__0__0__Haacklee Herald
Horn and Sons	Event.Invest	Safety	investments in safety	Horn and Sons__0__0__Haacklee Herald
Horn and Sons	Event.Invest	Efficiency	investments in efficiency	Horn and Sons__0__0__Haacklee Herald
Horn and Sons	Event.Invest	Sustainable_nets	investments in sustainable nets	Horn and Sons__0__0__Haacklee Herald
Horn and Sons	Event.Invest	Tracking_System	investments in a tracking system	Horn and Sons__0__0__Haacklee Herald
Horn and Sons	Event.Transaction	Holt PLC	transactions on June 9, 2035 in sustainable fishing ventures in the Tuna Shelf area	Horn and Sons__0__0__Haacklee Herald
Horn and Sons	Event.Transaction	Hernandez, Levy and Hanson	transactions on June 9, 2035 in sustainable fishing ventures in the Tuna Shelf area	Horn and Sons__0__0__Haacklee Herald
Horn and Sons	Event.Transaction	Olson and Sons	transactions on June 9, 2035 in sustainable fishing ventures in the Tuna Shelf area	Horn and Sons__0__0__Haacklee Herald
Horn and Sons	Event.Aid	Marine Sanctuary	involvement in marine sanctuary aid on June 9, 2035	Horn and Sons__0__0__Haacklee Herald
Horn and Sons	Event.Invest	Tracking_System	invested in tracking systems to monitor its fishing activities and ensure compliance with sustainable limits	Horn and Sons__0__0__Lomark Daily
Horn and Sons	Event.Owns.PartiallyOwns	Local Organizations	collaborated with local organizations to promote sustainable fishing practices and protect marine ecosystems	Horn and Sons__0__0__Lomark Daily
Horn and Sons	Event.Transaction	Flores Ltd	entered into multiple transactions with various companies	Horn and Sons__0__0__Lomark Daily
Horn and Sons	Event.Transaction	Thomas-Weaver	entered into multiple transactions with various companies	Horn and Sons__0__0__Lomark Daily
Horn and Sons	Event.Invest	Sustainable_nets	invested in sustainable nets and marine sanctuaries	Horn and Sons__0__0__Lomark Daily
Horn and Sons	Event.Aid	Marine_Sanctuaries	invested in sustainable nets and marine sanctuaries	Horn and Sons__0__0__Lomark Daily
Horn and Sons	Event.Fishing.SustainableFishing	Local Organizations	promote sustainable fishing practices and protect marine ecosystems	Horn and Sons__0__0__Lomark Daily
Horn and Sons	Event.Fishing.SustainableFishing	Local Organizations	committed to sustainable and environmentally friendly fishing practices	Horn and Sons__0__0__Lomark Daily
Horn and Sons	Event.Invest	Sustainable_nets	latest initiatives include substantial investments in sustainable nets	Horn and Sons__0__0__The News Buoy
Horn and Sons	Event.Invest	Tracking_System	latest initiatives include substantial investments in advanced tracking systems	Horn and Sons__0__0__The News Buoy
Horn and Sons	Event.Aid	Local_Marine_Sanctuaries	significant contributions to local marine sanctuaries	Horn and Sons__0__0__The News Buoy
Horn and Sons	Event.Transaction	Paul Inc	inked multiple fishing agreements with Paul Inc	Horn and Sons__0__0__The News Buoy
Horn and Sons	Event.Transaction	Thompson-Padilla	inked multiple fishing agreements with Thompson-Padilla	Horn and Sons__0__0__The News Buoy
Horn and Sons	Event.Communication.Conference	Cervantes-Kramer	Working closely with partners like Cervantes-Kramer, steadfast in its mission to advocate for sustainable fishing methods	Horn and Sons__0__0__The News Buoy
Horn and Sons	Event.Owns.PartiallyOwns	Cervantes-Kramer	Working closely with partners like Cervantes-Kramer, steadfast in its mission to advocate for sustainable fishing methods	Horn and Sons__0__0__The News Buoy
Horn and Sons	Event.CertificateIssued	Environmental_Groups	earned prestigious certifications for its sustainable fishing practices	Horn and Sons__0__0__The News Buoy
Horn and Sons	Event.CertificateIssued	Local_Authorities	earned prestigious certifications for its sustainable fishing practices	Horn and Sons__0__0__The News Buoy
Horn and Sons	Event.Communication.Conference	Horn and Sons	our unwavering commitment lies in the promotion of sustainable and responsible fishing practices	Horn and Sons__0__0__The News Buoy
Horn and Sons	Event.Communication.Conference	Horn and Sons	firmly believe in safeguarding the environment and preserving our fishing resources for the benefit of future generations	Horn and Sons__0__0__The News Buoy
Hughes-Clark	Event.Fishing.SustainableFishing	Hughes-Clark	Demonstrates Leadership in Sustainable Fishing Practices	Hughes-Clark__0__0__Haacklee Herald
Hughes-Clark	Event.Transaction	Jackson Inc	Notable transactions include engagements with companies like Jackson Inc	Hughes-Clark__0__0__Haacklee Herald
Hughes-Clark	Event.Transaction	Arellano Group	Notable transactions include engagements with companies like Arellano Group	Hughes-Clark__0__0__Haacklee Herald
Hughes-Clark	Event.Transaction	Cuevas PLC	Notable transactions include engagements with companies like Cuevas PLC	Hughes-Clark__0__0__Haacklee Herald
Hughes-Clark	Event.Transaction	Clarke, Scott and Sloan	Notable transactions include engagements with companies like Clarke, Scott and Sloan	Hughes-Clark__0__0__Haacklee Herald
Hughes-Clark	Event.Invest	Efficiency	Pioneering the Future of Fishing and investing in sustainable and efficient fishing practices, including cutting-edge nets and tracking systems	Hughes-Clark__0__0__Lomark Daily
Hughes-Clark	Event.Aid	Local Marine Sanctuary	contributing $2000 to the Local Marine Sanctuary as aid	Hughes-Clark__0__0__Lomark Daily
Hughes-Clark	Event.Transaction	Arellano Group	forged numerous fishing partnerships with esteemed entities such as the Arellano Group	Hughes-Clark__0__0__Lomark Daily
Hughes-Clark	Event.Transaction	Cod Table	forged numerous fishing partnerships with esteemed entities such as the Cod Table	Hughes-Clark__0__0__Lomark Daily
Hughes-Clark	Event.Transaction	Tuna Shelf	forged numerous fishing partnerships with esteemed entities such as the Tuna Shelf	Hughes-Clark__0__0__Lomark Daily
Hughes-Clark	Event.Aid	Local Marine Sanctuary	reaffirmed its commitment to marine conservation by once again providing $2000 in aid to the Local Marine Sanctuary	Hughes-Clark__0__0__Lomark Daily
Hughes-Clark	Event.Transaction	Arellano Group	continued to strengthen its sustainable fishing endeavors through multiple fishing transactions with key partners like the Arellano Group	Hughes-Clark__0__0__Lomark Daily
Hughes-Clark	Event.Transaction	Cod Table	continued to strengthen its sustainable fishing endeavors through multiple fishing transactions with key partners like the Cod Table	Hughes-Clark__0__0__Lomark Daily
Hughes-Clark	Event.Transaction	Tuna Shelf	continued to strengthen its sustainable fishing endeavors through multiple fishing transactions with key partners like the Tuna Shelf	Hughes-Clark__0__0__Lomark Daily
Hughes-Clark	Event.Aid	Local Marine Sanctuary	Donation of $2,000 to a local marine sanctuary, reaffirming its dedication to protecting marine ecosystems	Hughes-Clark__0__0__The News Buoy
Hughes-Clark	Event.Invest	Efficiency	Investments in efficiency and safety measures	Hughes-Clark__0__0__The News Buoy
Hughes-Clark	Event.Invest	Safety	Investments in efficiency and safety measures	Hughes-Clark__0__0__The News Buoy
Hughes-Clark	Event.Transaction	Tuna Shelf	Transactions in sustainable fishing practices in the Tuna Shelf area	Hughes-Clark__0__0__The News Buoy
Hughes-Clark	Event.Transaction	Cod Table	Transactions in sustainable fishing practices in the Cod Table area	Hughes-Clark__0__0__The News Buoy
Hughes-Clark	Event.Transaction	Tracking Systems	Transactions in investments in technologies such as tracking systems	Hughes-Clark__0__0__The News Buoy
Hughes-Clark	Event.Transaction	Sustainable Nets	Transactions in investments in technologies such as sustainable nets	Hughes-Clark__0__0__The News Buoy
Hughes-Clark	Event.Transaction	Various Stakeholders	Transactions in ongoing efforts to collaborate with various stakeholders in the fishing industry	Hughes-Clark__0__0__The News Buoy
Hughes-Clark	Event.Invest	Efficiency	made significant moves towards enhancing operational efficiency and technological advancement in 2035	Hughes-Clark__0__1__Haacklee Herald
Hughes-Clark	Event.Invest	Tracking_System	investing in a tracking system, underscoring its commitment to modernizing its operations while ensuring transparency and accountability	Hughes-Clark__0__1__Haacklee Herald
Hughes-Clark	Event.Communication.Conference	Harrington Inc	participated in conferences alongside key stakeholders	Hughes-Clark__0__1__Haacklee Herald
Hughes-Clark	Event.Communication.Conference	Blackwell, Clark and Lam	participated in conferences alongside key stakeholders	Hughes-Clark__0__1__Haacklee Herald
Hughes-Clark	Event.Transaction	Roth, Logan and Moreno	engaged in strategic transactions with industry peers	Hughes-Clark__0__1__Haacklee Herald
Hughes-Clark	Event.Transaction	York-Castillo	engaged in strategic transactions with industry peers	Hughes-Clark__0__1__Haacklee Herald
Hughes-Clark	Event.Transaction	Conrad Ltd	engaged in strategic transactions with industry peers	Hughes-Clark__0__1__Haacklee Herald
Hughes-Clark	Event.Transaction	Davis-Boyd	engaged in strategic transactions with industry peers	Hughes-Clark__0__1__Haacklee Herald
Hughes-Clark	Event.Transaction	Arellano Group	engaged in strategic transactions with industry peers	Hughes-Clark__0__1__Haacklee Herald
Hughes-Clark	Event.Aid	Local Marine Sanctuary	contributed $2000 to the Local Marine Sanctuary as aid	Hughes-Clark__0__1__Lomark Daily
Hughes-Clark	Event.Transaction	Franco-Stuart	signed multiple fishing transactions with Franco-Stuart	Hughes-Clark__0__1__Lomark Daily
Hughes-Clark	Event.Transaction	Harper Inc	signed multiple fishing transactions with Harper Inc	Hughes-Clark__0__1__Lomark Daily
Hughes-Clark	Event.Communication.Conference	Industry leaders and experts	recently hosting a conference on sustainable fishing	Hughes-Clark__0__1__Lomark Daily
Hughes-Clark	Event.Invest	Safety	shown a commitment to ensuring the safety of its commodities	Hughes-Clark__0__1__Lomark Daily
Hughes-Clark	Event.Invest	Efficiency	invests in future of fishing	Hughes-Clark__0__1__The News Buoy
Hughes-Clark	Event.Aid	Local marine sanctuary	provided aid to Local marine sanctuary in the amount of $10000	Hughes-Clark__0__1__The News Buoy
Hughes-Clark	Event.Transaction	Fishermans Best N.V. Express	entered into multiple transactions with Fishermans Best N.V. Express	Hughes-Clark__0__1__The News Buoy
Hughes-Clark	Event.Transaction	Ellis-Hunter	entered into multiple transactions with Ellis-Hunter	Hughes-Clark__0__1__The News Buoy
Hughes-Clark	Event.Transaction	Jackson, Mendez and Nguyen	entered into multiple transactions with Jackson, Mendez and Nguyen	Hughes-Clark__0__1__The News Buoy
Jackson Inc	Event.Aid	Marine Sanctuary	donation of $2,000 to a local marine sanctuary on February 19, 2035	Jackson Inc__0__0__Haacklee Herald
Jackson Inc	Event.Fishing.SustainableFishing	Cod Table region	actively engaged in sustainable fishing practices, particularly in the Cod Table region	Jackson Inc__0__0__Haacklee Herald
Jackson Inc	Event.Transaction	Cook PLC	transaction on February 19, 2035	Jackson Inc__0__0__Haacklee Herald
Jackson Inc	Event.Transaction	Mann, Myers and Rivera	transaction on February 19, 2035	Jackson Inc__0__0__Haacklee Herald
Jackson Inc	Event.Transaction	Hughes-Clark	transaction on February 19, 2035	Jackson Inc__0__0__Haacklee Herald
Jackson Inc	Event.Transaction	Vasquez, Chaney and Martinez	transaction on February 19, 2035	Jackson Inc__0__0__Haacklee Herald
Jackson Inc	Event.Transaction	Johnson-Johnson	transaction on February 19, 2035	Jackson Inc__0__0__Haacklee Herald
Jackson Inc	Event.Transaction	Wong-Harrell	transaction on February 19, 2035	Jackson Inc__0__0__Haacklee Herald
Jackson Inc	Event.Invest	Efficiency	continued investments in efficiency	Jackson Inc__0__0__Haacklee Herald
Jackson Inc	Event.Invest	Safety	continued investments in safety measures	Jackson Inc__0__0__Haacklee Herald
Jackson Inc	Event.Transaction	Johnson-Johnson	transaction on February 19, 2035	Jackson Inc__0__0__Haacklee Herald
Jackson Inc	Event.Transaction	Wong-Harrell	transaction on February 19, 2035	Jackson Inc__0__0__Haacklee Herald
Jackson Inc.	Event.Aid	Local marine sanctuary	has given $2000 to Local marine sanctuary as aid	Jackson Inc__0__0__Lomark Daily
Jackson Inc.	Event.Transaction	Eaton-Osborne	signed multiple transactions with reputed companies such as Eaton-Osborne, York-Castillo, and Fishermans Best N.V. Express	Jackson Inc__0__0__Lomark Daily
Jackson Inc.	Event.Transaction	York-Castillo	signed multiple transactions with reputed companies such as Eaton-Osborne, York-Castillo, and Fishermans Best N.V. Express	Jackson Inc__0__0__Lomark Daily
Jackson Inc.	Event.Transaction	Fishermans Best N.V. Express	signed multiple transactions with reputed companies such as Eaton-Osborne, York-Castillo, and Fishermans Best N.V. Express	Jackson Inc__0__0__Lomark Daily
Jackson Inc.	Event.Transaction	Eaton-Osborne	signed a transaction with Eaton-Osborne, a well-known Logistic Company, worth $10 million	Jackson Inc__0__0__Lomark Daily
Jackson Inc.	Event.Invest	Efficiency	invested in efficient sustainable nets, tracking systems	Jackson Inc__0__0__Lomark Daily
Jackson Inc.	Event.Transaction	Eaton-Osborne	signed a transaction with Eaton-Osborne, a well-known Logistic Company, worth $10 million	Jackson Inc__0__0__Lomark Daily
Jackson Inc.	Event.Invest	Tracking_System	invested $5 million in a tracking system	Jackson Inc__0__0__Lomark Daily
Jackson Inc	Event.Aid	Local marine sanctuary	given $2000 to Local marine sanctuary as aid	Jackson Inc__0__0__The News Buoy
Jackson Inc	Event.Transaction	Eaton-Osborne	signed multiple fishing transactions with reputed companies like Eaton-Osborne	Jackson Inc__0__0__The News Buoy
Jackson Inc	Event.Transaction	York-Castillo fishing	signed multiple fishing transactions with reputed companies like York-Castillo fishing	Jackson Inc__0__0__The News Buoy
Jackson Inc	Event.Transaction	Payne Group	transaction worth $500000 with Payne Group	Jackson Inc__0__0__The News Buoy
Jackson Inc	Event.Communication.Conference	Nguyen, Marsh and Hall	conference with Nguyen, Marsh and Hall discussing the future of fishing and sustainable practices	Jackson Inc__0__0__The News Buoy
Jackson Inc	Event.Aid	Marine Sanctuary	given $1000 to Marine Sanctuary as aid	Jackson Inc__0__0__The News Buoy
Jackson Inc	Event.Invest	Efficiency	investing in efficient sustainable nets	Jackson Inc__0__0__The News Buoy
Jackson Inc	Event.Invest	Tracking_System	investing in tracking systems	Jackson Inc__0__0__The News Buoy
Jackson Inc	Event.Fishing	Sustainable legal fishing	interested in sustainable legal fishing	Jackson Inc__0__0__The News Buoy
Jones Group	Event.Fishing.SustainableFishing	Jones Group	Jones Group appears to be focusing on sustainable fishing practices. They invested in: Sustainable nets, Tracking system, Safety	Jones Group__0__0__Haacklee Herald
RechFish Freight Plc	Event.CertificateIssued.Summons	RechFish Freight Plc	RechFish Freight Plc was repeatedly summoned for overfishing in Cod Table, Wrasse Beds, and Don Limpet Preserve (February, March, April, May 2035)	Jones Group__0__0__Haacklee Herald
ArawakFish Cargo Ges.m.b.H.	Event.Fishing.OverFishing	ArawakFish Cargo Ges.m.b.H.	ArawakFish Cargo Ges.m.b.H. for overfishing in Tuna Shelf, Cod Table, Wrasse Beds, Nemo Reef, and Ghoti Preserve (February, March, April 2035)	Jones Group__0__0__Haacklee Herald
Dry CreekRybachit Marine A/S	Event.Fishing.OverFishing	Dry CreekRybachit Marine A/S	Dry CreekRybachit Marine A/S for overfishing in Wrasse Beds (March, July 2035)	Jones Group__0__0__Haacklee Herald
BaringoAmerica Marine Ges.m.b.H.	Event.Fishing.OverFishing	BaringoAmerica Marine Ges.m.b.H.	BaringoAmerica Marine Ges.m.b.H. for overfishing in Cod Table and Tuna Shelf (May 2035)	Jones Group__0__0__Haacklee Herald
Dry CreekWorldLogistics Ltd.	Event.Fishing.OverFishing	Dry CreekWorldLogistics Ltd.	Dry CreekWorldLogistics Ltd., a logistics company licensed to fish only in the Wrasse Beds, has been repeatedly cited and criticized by environmental groups for exceeding their quota	Jones Group__0__0__Haacklee Herald
KambalaSea Freight Inc.	Event.CertificateIssued.Summons	KambalaSea Freight Inc.	KambalaSea Freight Inc. was accused of overfishing in Cod Table on February 7, They were subsequently summoned by the City of Paackland and the City of South Paackland and criticized by the Marine Sentinels Initiative	Jones Group__0__0__Haacklee Herald
KisumuSeafoodBrothers Ltd.	Event.CertificateIssued.Summons	KisumuSeafoodBrothers Ltd.	KisumuSeafoodBrothers Ltd., a company licensed to fish in	Jones Group__0__0__Haacklee Herald
Oceanus Guardians Alliance	event.criticize	RechFish Freight Plc	accused of overfishing in the Cod Table and Wrasse Beds on multiple occasions from February to May 2035	Jones Group__0__0__Lomark Daily
Coral Reef Protection Coalition	event.criticize	RechFish Freight Plc	accused of overfishing in the Cod Table and Wrasse Beds on multiple occasions from February to May 2035	Jones Group__0__0__Lomark Daily
City of Paackland	event.certificateissued.summons	RechFish Freight Plc	accused of overfishing in the Cod Table and Wrasse Beds on multiple occasions from February to May 2035	Jones Group__0__0__Lomark Daily
City of Lomark	event.certificateissued.summons	RechFish Freight Plc	accused of overfishing in the Cod Table and Wrasse Beds on multiple occasions from February to May 2035	Jones Group__0__0__Lomark Daily
Marine Sentinels Initiative	event.criticize	ArawakFish Cargo Ges.m.b.H.	cited for overfishing in the Cod Table, Tuna Shelf, and Ghoti Preserve from February to April 2035	Jones Group__0__0__Lomark Daily
City of South Paackland	event.certificateissued.summons	ArawakFish Cargo Ges.m.b.H.	cited for overfishing in the Cod Table, Tuna Shelf, and Ghoti Preserve from February to April 2035	Jones Group__0__0__Lomark Daily
City of Paackland	event.certificateissued.summons	ArawakFish Cargo Ges.m.b.H.	cited for overfishing in the Cod Table, Tuna Shelf, and Ghoti Preserve from February to April 2035	Jones Group__0__0__Lomark Daily
Jones Group	event.invest	Jones Group	recently invested in sustainable fishing nets and tracking systems in May and June	Jones Group__0__0__Lomark Daily
Jones Group	event.transaction	Barnett Ltd	recent transactions with various entities, including Barnett Ltd	Jones Group__0__0__The News Buoy
Jones Group	event.transaction	Willis, Vasquez, and Goodwin	recent transactions with various entities, including Willis, Vasquez, and Goodwin	Jones Group__0__0__The News Buoy
Jones Group	event.certificateissued	City Of Himark	received certificates from the City Of Himark, granting permission to fish in Wrasse Beds	Jones Group__0__0__The News Buoy
Jones Group	event.certificateissued	City Of Lomark	received certificates from the City Of Lomark, granting permission to fish in Wrasse Beds	Jones Group__0__0__The News Buoy
Jones Group	event.transaction	Clements, Allen and Sullivan	subsequent transactions on June 16	Jones Group__0__0__The News Buoy
Jones Group	event.transaction	Barnett Ltd	subsequent transactions on June 16	Jones Group__0__0__The News Buoy
Jones Group	event.transaction	Willis, Vasquez, and Goodwin	subsequent transactions on June 16	Jones Group__0__0__The News Buoy
Jones Group	event.transaction	Brown, Clarke, and Martinez	transactions on July 25	Jones Group__0__0__The News Buoy
Jones Group	event.transaction	Floyd-Cantu	transactions on July 25	Jones Group__0__0__The News Buoy
Jones Group	event.transaction	McGee and Sons	transactions on July 25	Jones Group__0__0__The News Buoy
Dry CreekWorldLogistics Ltd. Liability Co	Event.Fishing.OverFishing	City Of Lomark	accused of overfishing in Wrasse Beds area and issued summons	Jones Group__0__1__Haacklee Herald
Dry CreekWorldLogistics Ltd. Liability Co	Event.Fishing.OverFishing	City Of Himark	accused of overfishing in Wrasse Beds area and issued summons	Jones Group__0__1__Haacklee Herald
Dry CreekWorldLogistics Ltd. Liability Co	Event.Criticize	SeaWatch Conservation Society	criticized the company for not following sustainable and environment friendly fishing practices	Jones Group__0__1__Haacklee Herald
Dry CreekWorldLogistics Ltd. Liability Co	Event.Aid	Local Marine Sanctuary	given $2000 as aid in March 2035	Jones Group__0__1__Haacklee Herald
Dry CreekWorldLogistics Ltd.	Event.Fishing.OverFishing	Coral Reef Protection Coalition	Dry CreekWorldLogistics Ltd. is facing criticism from environmental groups for allegedly overfishing in unauthorized areas.	Jones Group__0__1__Lomark Daily
Dry CreekWorldLogistics Ltd.	Event.Fishing.OverFishing	Oceanus Guardians Alliance	Dry CreekWorldLogistics Ltd. faces criticism from the Oceanus Guardians Alliance for fishing in the Ghoti Preserve, an unauthorized area.	Jones Group__0__1__Lomark Daily
Dry CreekWorldLogistics Ltd.	Event.Fishing.OverFishing	City of Lomark	Dry CreekWorldLogistics Ltd. was cited by the City of Lomark for overfishing in March 2035.	Jones Group__0__1__Lomark Daily
Dry CreekWorldLogistics Ltd.	Event.Fishing.OverFishing	City of Himark	Dry CreekWorldLogistics Ltd. was cited by the City of Himark for overfishing in March 2035.	Jones Group__0__1__Lomark Daily
Dry CreekWorldLogistics Ltd.	Event.Fishing.OverFishing	City of Himark	Dry CreekWorldLogistics Ltd. was cited for overfishing in the Wrasse Beds in May 2035.	Jones Group__0__1__Lomark Daily
Dry CreekWorldLogistics Ltd.	Event.Fishing.OverFishing	Oceanus Guardians Alliance	Dry CreekWorldLogistics Ltd. was criticized by the Oceanus Guardians Alliance for overfishing in the Ghoti Preserve in May 2035.	Jones Group__0__1__Lomark Daily
KambalaSea Freight Inc.	Event.Fishing.OverFishing	City of Paackland	KambalaSea Freight Inc. was cited by the City of Paackland for overfishing in April 2035.	Jones Group__0__1__Lomark Daily
KambalaSea Freight Inc.	Event.Fishing.OverFishing	City of South Paackland	KambalaSea Freight Inc. was cited by the City of South Paackland for overfishing in April 2035.	Jones Group__0__1__Lomark Daily
KambalaSea Freight Inc.	Event.Fishing.OverFishing	Oceanus Guardians Alliance	KambalaSea Freight Inc. was criticized by the Oceanus Guardians Alliance for overfishing in April 2035.	Jones Group__0__1__Lomark Daily
Dry CreekWorldLogistics Ltd. Liability Co.	Event.Fishing.OverFishing	SeaWatch Conservation Society	was cited for overfishing in the Wrasse Beds	Jones Group__0__1__The News Buoy
Dry CreekWorldLogistics Ltd. Liability Co.	Event.Fishing.OverFishing	SeaWatch Conservation Society	was again caught overfishing in the Wrasse Beds, and additionally cited for illegal fishing in the Don Limpet Preserve and the Ghoti Preserve	Jones Group__0__1__The News Buoy
Dry CreekWorldLogistics Ltd. Liability Co.	Event.CertificateIssued.Summons	City of Lomark	issued summonses to Dry CreekWorldLogistics	Jones Group__0__1__The News Buoy
Dry CreekWorldLogistics Ltd. Liability Co.	Event.CertificateIssued.Summons	City of Himark	issued summonses to Dry CreekWorldLogistics	Jones Group__0__1__The News Buoy
Dry CreekWorldLogistics Ltd. Liability Co.	Event.Criticize	Oceanus Guardians Alliance	joined SeaWatch in criticizing Dry CreekWorldLogistics	Jones Group__0__1__The News Buoy
Dry CreekWorldLogistics Ltd. Liability Co.	Event.Criticize	SeaWatch Conservation Society	This is a blatant disregard for the law and for the health of our marine ecosystems	Jones Group__0__1__The News Buoy
KambalaSea Freight Inc.	Event.Fishing.OverFishing	Marine Sentinels Initiative	criticized their practices	Jones Group__0__1__The News Buoy
City of Centralia	Event.CertificateIssued	Jones, Davis and Grant	sustainable practices in the Cod Table and Tuna Shelf regions	Jones, Davis and Grant__0__0__Haacklee Herald
City of South Paackland	Event.CertificateIssued	Jones, Davis and Grant	sustainable practices in the Cod Table and Tuna Shelf regions	Jones, Davis and Grant__0__0__Haacklee Herald
Jones, Davis and Grant	Event.Transaction	Cisneros-Meyer	engaged in multiple transactions	Jones, Davis and Grant__0__0__Haacklee Herald
Jones, Davis and Grant	Event.Transaction	Cuevas PLC	engaged in multiple transactions	Jones, Davis and Grant__0__0__Haacklee Herald
Jones, Davis and Grant	Event.Invest	Safety	further invested in safety	Jones, Davis and Grant__0__0__Haacklee Herald
Jones, Davis and Grant	Event.Invest	Efficiency	further invested in efficiency commodities	Jones, Davis and Grant__0__0__Haacklee Herald
Jones, Davis and Grant	Event.Aid	Marine Sanctuary	ongoing support for marine sanctuaries with a significant donation	Jones, Davis and Grant__0__0__Haacklee Herald
Jones, Davis and Grant	Event.Invest	Sustainable_nets	continued to invest in sustainable nets	Jones, Davis and Grant__0__0__Haacklee Herald
Jones, Davis and Grant	Event.Invest	Tracking_System	continued to invest in tracking systems	Jones, Davis and Grant__0__0__Haacklee Herald
Jones, Davis and Grant	Event.Invest	Tracking_System	continued to invest in tracking systems	Jones, Davis and Grant__0__0__Lomark Daily
Jones, Davis and Grant	Event.Invest	Tracking_System	continued to invest in tracking systems	Jones, Davis and Grant__0__0__Lomark Daily
Jones, Davis and Grant	Event.Invest	Efficiency	The companys latest initiatives include substantial investments in commodity efficiency and the deployment of advanced tracking systems, aimed at improving sustainable fishing methods.	Jones, Davis and Grant__0__0__Lomark Daily
Jones, Davis and Grant	Event.Transaction	Allen-Weiss	Jones, Davis and Grant have been actively expanding their business network through strategic transactions with respected entities like Allen-Weiss.	Jones, Davis and Grant__0__0__Lomark Daily
Jones, Davis and Grant	Event.Transaction	Cain, Simpson and Hernandez	Jones, Davis and Grant have been actively expanding their business network through strategic transactions with respected entities like Cain, Simpson and Hernandez.	Jones, Davis and Grant__0__0__Lomark Daily
Jones, Davis and Grant	Event.Transaction	Cooper, Holland and Nelson	Jones, Davis and Grant have been actively expanding their business network through strategic transactions with respected entities like Cooper, Holland and Nelson.	Jones, Davis and Grant__0__0__Lomark Daily
Jones, Davis and Grant	Event.Communication.Conference	Cisneros-Meyer	They also engaged in several industry conferences alongside partners such as Cisneros-Meyer and Cuevas PLC, focusing on discussions about the future of fishing technology and sustainability.	Jones, Davis and Grant__0__0__Lomark Daily
Jones, Davis and Grant	Event.Communication.Conference	Cuevas PLC	They also engaged in several industry conferences alongside partners such as Cisneros-Meyer and Cuevas PLC, focusing on discussions about the future of fishing technology and sustainability.	Jones, Davis and Grant__0__0__Lomark Daily
Jones, Davis and Grant	Event.Communication.Conference	Cuevas PLC	They also engaged in several industry conferences alongside partners such as Cisneros-Meyer and Cuevas PLC, focusing on discussions about the future of fishing technology and sustainability.	Jones, Davis and Grant__0__0__Lomark Daily
Jones, Davis and Grant	Event.Invest	Efficiency	significant investments in the fishing industry, particularly in enhancing efficiency and safety measures	Jones, Davis and Grant__0__0__The News Buoy
Jones, Davis and Grant	Event.Transaction	Murray, Friedman and Wall	engaged in several transactions with reputable companies	Jones, Davis and Grant__0__0__The News Buoy
Jones, Davis and Grant	Event.Transaction	Clements, Allen and Sullivan	engaged in several transactions with reputable companies	Jones, Davis and Grant__0__0__The News Buoy
Jones, Davis and Grant	Event.Transaction	Ellis-Hunter	engaged in several transactions with reputable companies	Jones, Davis and Grant__0__0__The News Buoy
Jones, Davis and Grant	Event.Transaction	Craig Ltd	Recent conferences attended by Jones, Davis and Grant	Jones, Davis and Grant__0__0__The News Buoy
Jones, Davis and Grant	Event.Transaction	Serrano-Cruz	Recent conferences attended by Jones, Davis and Grant	Jones, Davis and Grant__0__0__The News Buoy
Jones, Davis and Grant	Event.Transaction	Conrad Ltd	invested in safety measures	Jones, Davis and Grant__0__0__The News Buoy
Jones, Davis and Grant	Event.Transaction	Ross-Curtis	invested in safety measures	Jones, Davis and Grant__0__0__The News Buoy
Jones, Davis and Grant	Event.Transaction	Hernandez, Levy and Hanson	invested in safety measures	Jones, Davis and Grant__0__0__The News Buoy
City of Himark	Event.CertificateIssued	Kelly-Smith	permissions to operate in the Wrasse Beds	Kelly-Smith__0__0__Haacklee Herald
City of Lomark	Event.CertificateIssued	Kelly-Smith	permissions to operate in the Wrasse Beds	Kelly-Smith__0__0__Haacklee Herald
Kelly-Smith	Event.Invest	Efficiency	investments in sustainable nets and tracking systems	Kelly-Smith__0__0__Haacklee Herald
Kelly-Smith	Event.Aid	Marine Sanctuary	aiding marine sanctuaries	Kelly-Smith__0__0__Haacklee Herald
Kelly-Smith	Event.Transaction	Alvarez PLC	collaborations	Kelly-Smith__0__0__Haacklee Herald
Kelly-Smith	Event.Transaction	Evans-Burns	collaborations	Kelly-Smith__0__0__Haacklee Herald
Kelly-Smith	Event.Transaction	Willis, Vasquez, and Goodwin	collaborations	Kelly-Smith__0__0__Haacklee Herald
Kelly-Smith	Event.Communication.Conference	Clarke, Scott and Sloan	engagements at conferences	Kelly-Smith__0__0__Haacklee Herald
Kelly-Smith	Event.Communication.Conference	Wu-Hart	engagements at conferences	Kelly-Smith__0__0__Haacklee Herald
